醫事機構代碼,醫事機構名稱,醫事機構地址,醫事機構電話,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
5939110027,清華藥局,雲林縣二崙鄉崙東村中山路一段284號,(05)5982438,0,196,2020/02/13 17:58:35
5939111220,台丞藥局,雲林縣二崙鄉中山路121號,(05)5985599,0,102,2020/02/13 17:58:35
5939111239,成恩藥局,雲林縣二崙鄉油車村文化路236號,(05)5989955,2,128,2020/02/13 17:58:35
5939120032,崇愛藥局,雲林縣崙背鄉信義路88號,(05)6962769,0,66,2020/02/13 17:58:35
5939120050,韓藥局,雲林縣崙背鄉中山路163號,(05)6962462,256,234,2020/02/13 17:58:35
5939120069,慈恩藥局,雲林縣崙背鄉南陽村永昌路62號,(05)6964122,66,184,2020/02/13 17:58:35
5939120103,三馬藥師藥局,雲林縣崙背鄉南陽村南光路1之21號,(05)6960120,0,86,2020/02/13 17:58:35
5939121119,聖心藥局,雲林縣崙背鄉南陽村中山路193號,(05)6967273,270,237,2020/02/13 17:58:35
5939121137,莊藥局,雲林縣崙背鄉民權路180號,(05)6960510,372,238,2020/02/13 17:58:35
5939121164,立洲藥局,雲林縣崙背鄉正義路291、293號,(05)6969331,14,133,2020/02/13 17:58:35
5939121173,元美藥局,雲林縣崙背鄉港尾村61－2號,(05)6962496,130,213,2020/02/13 17:58:35
5939121208,詠大藥局,雲林縣崙背鄉南陽村中山路109－2號,(05)6967990,52,160,2020/02/13 17:58:35
5939121217,美康藥局,雲林縣崙背鄉西榮村中山路380號,(05)6961500,202,258,2020/02/13 17:58:35
5939121253,崙背台丞藥局,雲林縣崙背鄉建國路56號,(05)6966789,175,186,2020/02/13 17:58:35
5939130010,瀧升藥局,雲林縣麥寮鄉麥豐村中正路103號,(05)6933880,0,91,2020/02/13 17:58:35
5939130029,見春藥局,雲林縣麥寮鄉橋頭村仁德路74號,(05)6912265,4,158,2020/02/13 17:58:35
5939130047,中崙保健藥局,雲林縣麥寮鄉中山路440號,(05)6935697,0,58,2020/02/13 17:58:35
5939130109,祐民保健藥局,雲林縣麥寮鄉橋頭村仁德路49號,(05)6910919,0,194,2020/02/13 17:58:35
5939131151,三芳藥局,雲林縣麥寮鄉橋頭村仁德路176號,(05)6911053,0,140,2020/02/13 17:58:35
5939131286,新興藥局,雲林縣麥寮鄉麥豐村新興路37－1號,(05)6938030,66,134,2020/02/13 17:58:35
5939131384,台安藥局,雲林縣麥寮鄉麥豐村新興路16號,(05)6933311,0,8,2020/02/13 17:58:35
5939131400,正鴻健保藥局,雲林縣麥寮鄉表福路35號,(05)6938786,16,208,2020/02/13 17:58:35
5939131419,怡安藥局,雲林縣麥寮鄉中山路108─2號,(05)6930634,82,129,2020/02/13 17:58:35
5939131437,立昇藥局,雲林縣麥寮鄉華興路91號,(05)6933066,200,50,2020/02/13 17:58:35
5939131446,和勇藥局,雲林縣麥寮鄉橋頭村仁德路118號,(05)6913861,0,54,2020/02/13 17:58:35
5939131473,立昇藥局,雲林縣麥寮鄉華興路91號,(05)6933066,7,88,2020/02/13 17:58:35
5939140016,謝藥局,雲林縣東勢鄉東南村東勢東路69號,(05)6991058,42,160,2020/02/13 17:58:35
5939140034,豐安藥局,雲林縣東勢鄉東北村康安路76號,(05)6991672,204,255,2020/02/13 17:58:35
5939140061,義和堂中西藥局,雲林縣東勢鄉東南村東勢東路12號,(05)6991028,367,263,2020/02/13 17:58:35
5939141139,東新藥局,雲林縣東勢鄉東勢西路55號,(05)6998959,387,217,2020/02/13 17:58:35
5939141219,安康藥局,雲林縣東勢鄉東南村康安路18號,(05)6993866,504,260,2020/02/13 17:58:35
5939150067,召安大藥局,雲林縣褒忠鄉中勝村中正路456之1號,(05)6976066,0,72,2020/02/13 17:58:35
5939151091,立佳藥局,雲林縣褒忠鄉中正路89號,(05)6977840,174,228,2020/02/13 17:58:35
5939151135,三民藥局,雲林縣褒忠鄉三民路15號,(05)6975515,262,214,2020/02/13 17:58:35
5939151162,正和藥局,雲林縣褒忠鄉三民路116號,(05)6972776,0,80,2020/02/13 17:58:35
5939160018,丁丁藥局,雲林縣台西鄉海口村中山路342號,(05)6982070,0,122,2020/02/13 17:58:35
5939161140,木川藥局,雲林縣台西鄉中山路393號,(05)6986220,0,172,2020/02/13 17:58:35
5939161168,全家藥局,雲林縣台西鄉民生路24號,(05)6984607,0,152,2020/02/13 17:58:35
5939170023,永昇藥局,雲林縣元長鄉下寮村東庄路35號,(05)7861838,108,178,2020/02/13 17:58:35
5939171039,嘉民藥局,雲林縣元長鄉長南村元南路62號,(05)7880513,118,226,2020/02/13 17:58:35
5939171075,立安藥局,雲林縣元長鄉南興路11之4號,(05)7981995,274,268,2020/02/13 17:58:35
5939171093,和平藥局,雲林縣元長鄉下寮村東興路33號,(05)7862551,56,216,2020/02/13 17:58:35
5939171100,維恩健保藥局,雲林縣元長鄉長北村中山路58號,(05)7882062,2,110,2020/02/13 17:58:35
5939171119,順元藥局,雲林縣元長鄉中山路25號,(05)7886555,110,184,2020/02/13 17:58:35
5939180010,仁醫堂中西藥局,雲林縣四湖鄉大同路19號,(05)7723399,334,298,2020/02/13 17:58:35
5939180074,仁安堂藥局,雲林縣四湖鄉中山西路185號,(05)7875563,232,234,2020/02/13 17:58:35
5939181124,小林藥局,雲林縣四湖鄉中正路429號,(05)7876917,228,156,2020/02/13 17:58:35
5939181133,陽明藥局,雲林縣四湖鄉中正路422號,(05)7876519,534,282,2020/02/13 17:58:35
5939181231,大家藥局,雲林縣四湖鄉中正路433號,(05)7877435,256,212,2020/02/13 17:58:35
5939181302,應生藥局,雲林縣四湖鄉中正路378號,(05)7877235,138,294,2020/02/13 17:58:35
5939181339,威仁藥局,雲林縣四湖鄉中山西路70號,(05)7875041,120,194,2020/02/13 17:58:35
5939181357,心安藥局,雲林縣四湖鄉中山西路66－1號,(05)7876098,446,250,2020/02/13 17:58:35
5939181366,好美麗藥局,雲林縣四湖鄉中正路73－30號,(05)7874609,419,273,2020/02/13 17:58:35
5939190025,呂藥師藥局,雲林縣口湖鄉梧南村文光路12號,(05)7907472,300,286,2020/02/13 17:58:35
5939190061,盟生藥局,雲林縣口湖鄉梧南村文光路95之6號,(05)7907159,46,129,2020/02/13 17:58:35
5939190114,陳永明藥局,雲林縣口湖鄉梧南村光明路59號,(05)7907468,294,270,2020/02/13 17:58:35
5939191139,寶健藥局,雲林縣口湖鄉梧南村光明路172號,(05)7907453,442,244,2020/02/13 17:58:35
5939191175,安泰藥局,雲林縣口湖鄉湖東村文安街34號,(05)7893589,64,180,2020/02/13 17:58:35
5939191326,順生藥局,雲林縣口湖鄉口湖村口湖路324號,(05)7895799,1,132,2020/02/13 17:58:35
5939191371,好厝邊藥局,雲林縣口湖鄉崙東村明仁路33號,(05)7993072,0,196,2020/02/13 17:58:35
5939191380,亞洲藥局,雲林縣口湖鄉崙東村中山路78－2號,(05)7991108,96,136,2020/02/13 17:58:35
5939200011,優生藥局,雲林縣水林鄉水林路99巷2號,(05)7856307,176,228,2020/02/13 17:58:35
5939200053,嘉南藥局,雲林縣水林鄉水北村自強街2號,(05)7853216,89,230,2020/02/13 17:58:35
5939201158,健安藥局,雲林縣水林鄉松北村蔦松路69之1號,(05)7841025,272,276,2020/02/13 17:58:35
5939201238,正大藥局,雲林縣水林鄉水林路42號1樓,(05)7852069,0,166,2020/02/13 17:58:35
5939201265,蔦松藥師藥局,雲林縣水林鄉松中村蔦松路176號,(05)7840608,424,280,2020/02/13 17:58:35
5939201283,義生藥局,雲林縣水林鄉水林路197號,(05)7853701,464,225,2020/02/13 17:58:35
5939201318,玉璽藥局,雲林縣水林鄉水南村水林路115號,(05)7856019,260,196,2020/02/13 17:58:35
5939201327,金花藥局,雲林縣水林鄉水北村水林路222號,(05)7856112,496,274,2020/02/13 17:58:35
5939201336,全仁藥局,雲林縣水林鄉水林路130號,(05)7852721,24,66,2020/02/13 17:58:35
5940010154,石原藥局,嘉義縣朴子市中正里中正路149號,(05)3792389,22,126,2020/02/13 17:58:35
5940011286,榮一藥局,嘉義縣朴子市山通路61號,(05)3792448,0,123,2020/02/13 17:58:35
5940011295,正仁藥局,嘉義縣朴子市竹圍里南通路三段559號,(05)3798978,1,165,2020/02/13 17:58:35
5940011302,開元藥局,嘉義縣朴子市開元路154號,(05)3700014,4,124,2020/02/13 17:58:35
5940011400,一信藥局,嘉義縣朴子市山通路132號,(05)3792323,0,128,2020/02/13 17:58:35
5940011482,杏安藥局,嘉義縣朴子市海通路98－4號,(05)3702268,0,100,2020/02/13 17:58:35
5940011544,弘安藥局,嘉義縣朴子市新進路31號,(05)3707000,0,60,2020/02/13 17:58:35
5940011553,承信健保藥局,嘉義縣朴子市新榮路148號,(05)3703350,28,148,2020/02/13 17:58:35
5940011606,德家藥局,嘉義縣朴子市文化里12鄰海通路21－5號,(05)3709595,4,180,2020/02/13 17:58:35
5940011688,久久藥局,嘉義縣朴子市中興路65號,(05)3704552,0,82,2020/02/13 17:58:35
5940011704,長安藥局,嘉義縣朴子市嘉朴路西段91號,(05)3625009,0,27,2020/02/13 17:58:35
5940011777,朴子啄木鳥藥局,嘉義縣朴子市永和里應菜埔29－3號,(05)3208028,0,6,2020/02/13 17:58:35
5940011786,朴子藥局,嘉義縣朴子市竹圍里海通路43－8號,(05)3703223,102,149,2020/02/13 17:58:35
5940011820,華信藥局,嘉義縣朴子市朴子市平和里市東路28號,(05)3705889,22,124,2020/02/13 17:58:35
5940011839,信男藥局,嘉義縣朴子市開元里開元路174號,(05)3790099,2,66,2020/02/13 17:58:35
5940011848,鼎元藥局,嘉義縣朴子市竹圍里八德路45號1樓,(05)3661102,0,134,2020/02/13 17:58:35
5940021086,進發藥局,嘉義縣布袋鎮興中里後寮路72巷27號,(05)3470388,0,231,2020/02/13 17:58:35
5940021139,王藥師健保藥局,嘉義縣布袋鎮興中里上海路161號,(05)3470703,0,86,2020/02/13 17:58:35
5940021157,康富藥師藥局,嘉義縣布袋鎮博愛二街22號,(05)3470511,24,122,2020/02/13 17:58:35
5940021166,懷恩藥局,嘉義縣布袋鎮太平東路465號,(05)3478211,14,146,2020/02/13 17:58:35
5940030021,一富藥局,嘉義縣大林鎮平林里蘭洲街12號,(05)2654357,8,117,2020/02/13 17:58:35
5940030058,萬有藥局,嘉義縣大林鎮平林里民權路36號,(05)2654246,2,16,2020/02/13 17:58:35
5940030156,瑞益藥局,嘉義縣大林鎮東林里瑞德路2號,(05)2641439,0,86,2020/02/13 17:58:35
5940031340,光佑藥局,嘉義縣大林鎮東林里平和街31之3號,(05)2649239,0,112,2020/02/13 17:58:35
5940031359,家寶藥局,嘉義縣大林鎮平林里中興路264號,(05)2649000,0,150,2020/02/13 17:58:35
5940031368,溝背藥局,嘉義縣大林鎮義和里三塊厝7－7號,(05)2955878,4,199,2020/02/13 17:58:35
5940031386,大樹大林藥局,嘉義縣大林鎮祥和路192號,(05)2641800,199,188,2020/02/13 17:58:35
5940040045,七星藥局,嘉義縣民雄鄉東榮村中樂路16號,(05)2261977,0,126,2020/02/13 17:58:35
5940040063,昇平藥局,嘉義縣民雄鄉大崎村十四甲18－7號,(05)2206835,0,134,2020/02/13 17:58:35
5940040072,三和藥局,嘉義縣民雄鄉中樂村中樂路53號,(05)2262488,64,134,2020/02/13 17:58:35
5940040081,惠民藥局,嘉義縣民雄鄉福樂村埤角102號,(05)2211466,0,14,2020/02/13 17:58:35
5940040170,健安藥局,嘉義縣民雄鄉興南村頭橋45號,(05)2211797,0,132,2020/02/13 17:58:35
5940040205,神輝中西藥局,嘉義縣民雄鄉東榮村民生路12號,(05)2263633,310,308,2020/02/13 17:58:35
5940040232,鈞安藥局,嘉義縣民雄鄉山中村187之5號,(05)2218622,0,134,2020/02/13 17:58:35
5940040349,正道藥局,嘉義縣民雄鄉中樂村復興路38號,(05)2268345,140,244,2020/02/13 17:58:35
5940041364,大明藥局,嘉義縣民雄鄉西安路25號,(05)2060640,6,206,2020/02/13 17:58:35
5940041435,嘉方藥局,嘉義縣民雄鄉中樂村昇平路58號,(05)2066747,195,184,2020/02/13 17:58:35
5940041480,安生藥局,嘉義縣民雄鄉昇平路12號,(05)2262053,42,120,2020/02/13 17:58:35
5940041515,福樂藥局,嘉義縣民雄鄉福樂村建國路三段256號,(05)2130802,0,150,2020/02/13 17:58:35
5940041524,太和大藥局,嘉義縣民雄鄉民生路30號,(05)2262632,78,188,2020/02/13 17:58:35
5940041542,愛立安藥局,嘉義縣民雄鄉福興111號,(05)2203985,0,142,2020/02/13 17:58:35
5940041551,佳佑藥師藥局,嘉義縣民雄鄉福樂村埤角408－10號,(05)2218806,2,160,2020/02/13 17:58:35
5940041560,永安藥局,嘉義縣民雄鄉民族路49號,(05)2268517,530,286,2020/02/13 17:58:35
5940041597,民雄弘安藥局,嘉義縣民雄鄉建國路一段45號,(05)2060200,2,44,2020/02/13 17:58:35
5940041613,信宇藥局,嘉義縣民雄鄉建國路三段144－1號,(05)2209859,0,79,2020/02/13 17:58:35
5940041622,大順藥局,嘉義縣民雄鄉福樂村埤角139號,(05)2201138,52,94,2020/02/13 17:58:35
5940041668,民雄照安藥局,嘉義縣民雄鄉中樂路25號1樓,(05)2060368,0,174,2020/02/13 17:58:35
5940041677,大方藥局,嘉義縣民雄鄉中樂村民族路40－2號,(05)2268560,3,52,2020/02/13 17:58:35
5940041695,春森藥局,嘉義縣民雄鄉建國路一段31巷96號之2,(05)2266957,240,272,2020/02/13 17:58:35
5940041702,大祐藥局,嘉義縣民雄鄉西安村21－1號1樓,(05)2067077,312,248,2020/02/13 17:58:35
5940041711,安心藥局,嘉義縣民雄鄉西安村西安路36－1號,(05)2063393,394,207,2020/02/13 17:58:35
5940041720,民雄久久藥局,嘉義縣民雄鄉西安村安和路2號之1,(05)2263294,0,50,2020/02/13 17:58:35
5940050023,盛安藥局,嘉義縣溪口鄉溪東村溪民路4號,(05)2692663,0,116,2020/02/13 17:58:35
5940050069,明生藥局,嘉義縣溪口鄉溪東村民生街155號,(05)2698027,118,202,2020/02/13 17:58:35
5940051075,濟安藥局,嘉義縣溪口鄉溪東村民生街54號,(05)2696078,410,282,2020/02/13 17:58:35
5940051100,滋元藥局,嘉義縣溪口鄉中正路109之3號,(05)2696287,0,252,2020/02/13 17:58:35
5940051119,宇安藥局,嘉義縣溪口鄉坪頂村溪民路31號,(05)2697736,62,268,2020/02/13 17:58:35
5940051128,大成藥局,嘉義縣溪口鄉溪東村民生街139號,(05)2697522,166,216,2020/02/13 17:58:35
5940060010,全安藥局,嘉義縣新港鄉宮前村中山路85號,(05)3746126,0,36,2020/02/13 17:58:35
5940060056,黃莉雅藥局,嘉義縣新港鄉宮前村新民路16號,(05)3747329,0,123,2020/02/13 17:58:35
5940061133,新安藥局,嘉義縣新港鄉大興村福德路42號,(05)3746386,10,175,2020/02/13 17:58:35
5940061160,公園藥局,嘉義縣新港鄉福德村中山路72巷20號,(05)3740656,6,78,2020/02/13 17:58:35
5940061188,安馨藥局,嘉義縣新港鄉大興村福德路18號,(05)3745377,0,156,2020/02/13 17:58:35
5940061197,新港啄木鳥藥局,嘉義縣新港鄉菜公村咬仔竹89號,(05)3748809,8,35,2020/02/13 17:58:35
5940071102,良信藥局,嘉義縣六腳鄉蒜頭村190－5號,(05)3805085,0,83,2020/02/13 17:58:35
5940080058,長生健保藥局,嘉義縣東石鄉東石村東石村260號,(05)3732557,1,39,2020/02/13 17:58:35
5940090045,捷生藥局,嘉義縣義竹鄉六桂村152之3號,(05)3418593,0,120,2020/02/13 17:58:35
5940090081,永聖藥局,嘉義縣義竹鄉六桂村193－1號,(05)3416185,0,205,2020/02/13 17:58:35
5940090107,人生藥局,嘉義縣義竹鄉六桂村2鄰義竹153號,(05)3411428,0,210,2020/02/13 17:58:35
5940100019,全信藥局,嘉義縣鹿草鄉後堀村66號,(05)3750477,2,104,2020/02/13 17:58:35
5940101061,嘉恩藥局,嘉義縣鹿草鄉西井村鹿草路261附2,(05)3751568,0,81,2020/02/13 17:58:35
5940111236,蘇藥局,嘉義縣太保市北新里中山路1段582號,(05)2370416,0,126,2020/02/13 17:58:35
5940111245,信宜藥師藥局,嘉義縣太保市太保里7號,(05)3717360,0,80,2020/02/13 17:58:35
5940111361,慧敏藥局,嘉義縣太保市北新里中山路一段802號,(05)2381133,0,94,2020/02/13 17:58:35
5940111398,愛心藥局,嘉義縣太保市中山路1段311－6號1樓,(05)2386150,0,82,2020/02/13 17:58:35
5940111441,後潭藥局,嘉義縣太保市前潭里後潭184號,(05)3711261,2,96,2020/02/13 17:58:35
5940111450,祥和藥局,嘉義縣太保市太保二路149號1樓,(05)3623006,0,30,2020/02/13 17:58:35
5940111469,嘉安藥局,嘉義縣太保市麻寮里中山路2段46號,(05)2387670,98,34,2020/02/13 17:58:35
5940111530,保祥藥局,嘉義縣太保市安仁里祥和三路東段75號,(05)3622100,0,52,2020/02/13 17:58:35
5940111549,嘉康中西藥局,嘉義縣太保市南新里中山路一段295之2號,(05)2376200,0,70,2020/02/13 17:58:35
5940120039,李藥局,嘉義縣水上鄉民生村忠孝路111號,(05)2355389,0,36,2020/02/13 17:58:35
5940120048,瑞和堂藥局,嘉義縣水上鄉水頭村正義路77號,(05)2682518,0,72,2020/02/13 17:58:35
5940120057,大仁藥局,嘉義縣水上鄉柳鄉村柳子林99－2號,(05)2681458,0,126,2020/02/13 17:58:35
5940120137,德安藥局,嘉義縣水上鄉南和村後寮26之6號,(05)2688835,48,232,2020/02/13 17:58:35
5940120191,大嘉藥局,嘉義縣水上鄉正義路1巷16號,(05)2689031,0,84,2020/02/13 17:58:35
5940121205,楊藥局,嘉義縣水上鄉忠和村68之5號,(05)2890687,0,154,2020/02/13 17:58:35
5940121241,杏同藥局,嘉義縣水上鄉水頭村中正路116號,(05)2600037,0,167,2020/02/13 17:58:35
5940121303,宏益藥局,嘉義縣水上鄉正義路51號,(05)2601714,0,127,2020/02/13 17:58:35
5940121349,照安藥局,嘉義縣水上鄉水頭村中興路408號,(05)2687897,0,125,2020/02/13 17:58:35
5940121358,嘉泰健保藥局,嘉義縣水上鄉水頭村中興路307號,(05)2681028,0,26,2020/02/13 17:58:35
5940130035,康寧藥局,嘉義縣中埔鄉中山路5段919號,(05)2391380,0,90,2020/02/13 17:58:35
5940130071,祥安藥局,嘉義縣中埔鄉隆興村10鄰6號,(05)2534897,0,109,2020/02/13 17:58:35
5940130080,華大藥局,嘉義縣中埔鄉中埔村中正路35號,(05)2531223,0,94,2020/02/13 17:58:35
5940130142,顏藥局,嘉義縣中埔鄉中埔村中正路44號,(05)2536459,0,102,2020/02/13 17:58:35
5940131283,一心藥局,嘉義縣中埔鄉富收村頂中下街31、31－1號1樓,(05)2303553,52,118,2020/02/13 17:58:35
5940131292,株一藥局,嘉義縣中埔鄉和興村中山路五段909號,(05)2397739,0,22,2020/02/13 17:58:35
5940131354,宏達藥局,嘉義縣中埔鄉金蘭村頂山門44－1號1樓,(05)2399786,0,90,2020/02/13 17:58:35
5940131363,和睦藥局,嘉義縣中埔鄉中山路5段821號1樓,(05)2395283,0,28,2020/02/13 17:58:35
5940131381,頂六藥局,嘉義縣中埔鄉金蘭村頂山門34之65號,(05)2303192,200,234,2020/02/13 17:58:35
5940131390,寶興藥局,嘉義縣中埔鄉中山路五段967號,(05)2397308,0,87,2020/02/13 17:58:35
5940140031,泰安藥局,嘉義縣竹崎鄉內埔村元興路106號,(05)2542758,326,286,2020/02/13 17:58:35
5940140068,邱藥局,嘉義縣竹崎鄉灣橋村363號,(05)2791199,68,198,2020/02/13 17:58:35
5940140077,保健藥局,嘉義縣竹崎鄉內埔村元興路119之1號,(05)2541226,0,94,2020/02/13 17:58:35
5940140111,大豐藥局,嘉義縣竹崎鄉內埔村元興路111號,(05)2542688,1,145,2020/02/13 17:58:35
5940140148,仁壽藥局,嘉義縣竹崎鄉竹崎村中山路189號,(05)2612328,2,136,2020/02/13 17:58:35
5940141207,灣橋藥局,嘉義縣竹崎鄉灣橋村224號,(05)2793577,346,260,2020/02/13 17:58:35
5940141243,佑康藥局,嘉義縣竹崎鄉灣橋村五間厝3－2號1樓,(05)2792226,0,88,2020/02/13 17:58:35
5940141289,好鄰居藥局,嘉義縣竹崎鄉灣橋村灣橋341號,(05)2793899,0,120,2020/02/13 17:58:35
5940141298,德勝藥局,嘉義縣竹崎鄉中山路184號,(05)2611016,0,88,2020/02/13 17:58:35
5940141305,東義藥局,嘉義縣竹崎鄉獅埜村東義20－18號,(05)2110957,0,124,2020/02/13 17:58:35
5940141314,竹崎啄木鳥藥師藥局,嘉義縣竹崎鄉竹崎村中華路92號,(05)2617786,0,4,2020/02/13 17:58:35
5940150055,榮輝藥局,嘉義縣梅山鄉梅東村中山路26－3號,(05)2620403,2,206,2020/02/13 17:58:35
5940150073,科有藥局,嘉義縣梅山鄉北興街12號,(05)2621106,20,162,2020/02/13 17:58:35
5940151123,康康藥局,嘉義縣梅山鄉中山路23號,(05)2626561,88,160,2020/02/13 17:58:35
5940151132,太田藥局,嘉義縣梅山鄉中山路167號,(05)2626447,0,109,2020/02/13 17:58:35
5940161030,博勝藥局,嘉義縣番路鄉下坑村下坑53號,(05)2591127,0,110,2020/02/13 17:58:35
5940180035,山芙蓉藥局,嘉義縣阿里山鄉樂野村8－3號,(05)2561198,0,125,2020/02/13 17:58:35
5941010041,三光堂藥局,台南市新營區延平路57號,(06)6322553,306,296,2020/02/13 17:58:35
5941010103,亞洲藥局,台南市新營區延平里復興路33之2號,(06)6327366,0,242,2020/02/13 17:58:35
5941010185,安立藥局,台南市新營區王公里中正路98號,(06)6321689,14,104,2020/02/13 17:58:35
5941010256,人生藥局,台南市新營區永生里中山路249號,(06)6322458,42,254,2020/02/13 17:58:35
5941010283,成大藥局,台南市新營區太北里73之1號,(06)6524398,0,178,2020/02/13 17:58:35
5941010292,嘉南藥局,台南市新營區中營里中山路34之3號,(06)6322613,198,218,2020/02/13 17:58:35
5941010309,鴻達藥局,台南市新營區民生里復興路124號,(06)6358837,80,118,2020/02/13 17:58:35
5941010381,美兆藥局,台南市新營區中正路53–4號,(06)6371188,0,74,2020/02/13 17:58:35
5941010416,佑康藥局,台南市新營區新進路2段103號,(06)6354620,0,116,2020/02/13 17:58:35
5941011495,毛藥局,台南市新營區民權里三民路108號,(06)6323466,8,210,2020/02/13 17:58:35
5941011548,欣欣藥局,台南市新營區太北里146之28號,(06)6530179,0,192,2020/02/13 17:58:35
5941011575,麗暉藥師藥局,台南市新營區三仙里民權路51號,(06)6333479,8,100,2020/02/13 17:58:35
5941011600,人安藥局,台南市新營區民權里信義街70號,(06)6376863,124,200,2020/02/13 17:58:35
5941011637,健而康藥局,台南市新營區中山路200號,(06)6355224,316,240,2020/02/13 17:58:35
5941011646,仁愛藥局,台南市新營區民權路82號,(06)6320209,400,300,2020/02/13 17:58:35
5941011708,兆豐藥局,台南市新營區忠政里中正路57–16號,(06)6352205,0,144,2020/02/13 17:58:35
5941011780,均安藥局,台南市新營區三民路138之1附1號,(06)6376987,234,182,2020/02/13 17:58:35
5941011833,幼幼藥局,台南市新營區復興路129之3號,(06)6353953,112,212,2020/02/13 17:58:35
5941011842,康泰藥師藥局,台南市新營區民生路16之1號1樓,(06)6377807,65,176,2020/02/13 17:58:35
5941011851,新日康藥局,台南市新營區三仙里民權路63之3號,(06)6332833,11,120,2020/02/13 17:58:35
5941020029,新崇安藥局,台南市鹽水區三生里朝琴路7號,(06)6521293,2,92,2020/02/13 17:58:35
5941020038,惠生藥局,台南市鹽水區中正路31號,(06)6522279,0,44,2020/02/13 17:58:35
5941020056,民生藥局,台南市鹽水區中境里三福路51號,(06)6521071,0,62,2020/02/13 17:58:35
5941030043,源大醫藥局,台南市白河區永安里中正路55號,(06)6831128,12,170,2020/02/13 17:58:35
5941030089,新信安藥局,台南市白河區中山路51號,(06)6852173,40,252,2020/02/13 17:58:35
5941030114,協宏藥局,台南市白河區竹門里98之3號,(06)6852961,324,288,2020/02/13 17:58:35
5941031175,芳瑜藥局,台南市白河區永安里康樂路72號,(06)6857379,0,74,2020/02/13 17:58:35
5941031237,泰安藥局,台南市白河區外角里新興路487號,(06)6840560,212,288,2020/02/13 17:58:35
5941040012,杏林藥局,台南市麻豆區晉江里興中路136號,(06)5722692,6,268,2020/02/13 17:58:35
5941040049,安安藥局,台南市麻豆區興中路88號,(06)5727475,32,44,2020/02/13 17:58:35
5941040067,永福藥局,台南市麻豆區仁愛路7號,(06)5723329,74,172,2020/02/13 17:58:35
5941040076,平安藥局,台南市麻豆區興中路11號,(06)5721225,0,92,2020/02/13 17:58:35
5941040085,信興藥局,台南市麻豆區保安里興中路115號,(06)5722002,72,150,2020/02/13 17:58:35
5941040129,麻豆王藥局,台南市麻豆區穀興里中山路11–2號,(06)5721001,18,176,2020/02/13 17:58:35
5941041224,信義藥局,台南市麻豆區晉江里信義路34之12號,(06)5725120,468,266,2020/02/13 17:58:35
5941041233,神農藥局,台南市麻豆區東角里興中路195號,(06)5721136,148,210,2020/02/13 17:58:35
5941041297,台灣藥局,台南市麻豆區信義路11之13號,(06)5726126,25,160,2020/02/13 17:58:35
5941041313,市伍藥局,台南市麻豆區中正路73號1樓,(06)5724589,54,228,2020/02/13 17:58:35
5941041322,紘信藥局,台南市麻豆區民生路36之7號1樓,(06)5711289,469,204,2020/02/13 17:58:35
5941050045,佳晟藥局,台南市佳里區安西里光復路265號,(06)7220732,226,196,2020/02/13 17:58:35
5941050054,立昌藥局,台南市佳里區安西里光復路244號,(06)7225314,170,187,2020/02/13 17:58:35
5941050063,新生中西藥局,台南市佳里區忠仁里新生路87號,(06)7224563,6,116,2020/02/13 17:58:35
5941050072,伯仲藥局,台南市佳里區光復路124號,(06)7228322,0,160,2020/02/13 17:58:35
5941050090,普羅藥局,台南市佳里區新生路303號,(06)7232252,0,68,2020/02/13 17:58:35
5941050107,百興藥局,台南市佳里區安西里文化路259號,(06)7222735,0,136,2020/02/13 17:58:35
5941051266,佑佑藥局,台南市佳里區安西里文化路248號,(06)7214426,3,216,2020/02/13 17:58:35
5941051417,賀康藥局,台南市佳里區文化路207號,(06)7221447,316,244,2020/02/13 17:58:35
5941051426,家名藥局,台南市佳里區延平路357號,(06)7236695,226,146,2020/02/13 17:58:35
5941051453,佳佳藥局,台南市佳里區中山路386號,(06)7227639,0,264,2020/02/13 17:58:35
5941051462,星興藥局,台南市佳里區延平路403號,(06)7236993,350,254,2020/02/13 17:58:35
5941051499,雅倫藥局,台南市佳里區建南街165號1樓,(06)7229488,0,122,2020/02/13 17:58:35
5941051524,萊安藥局,台南市佳里區中山路222號,(06)7223780,0,130,2020/02/13 17:58:35
5941051542,黃藥師藥局,台南市佳里區忠孝路293號1樓,(06)7217033,208,138,2020/02/13 17:58:35
5941051579,永星藥局,台南市佳里區文化路176號,(06)7234300,8,174,2020/02/13 17:58:35
5941060014,富傑藥局,台南市新化區觀音里中正路545號,(06)5907185,0,80,2020/02/13 17:58:35
5941060050,炳騰藥局,台南市新化區那拔里290號,(06)5911687,0,160,2020/02/13 17:58:35
5941061146,欣華藥局,台南市新化區護國里中正路404號,(06)5908832,70,202,2020/02/13 17:58:35
5941061173,杏安藥局,台南市新化區武安里信義路320號,(06)5801081,0,210,2020/02/13 17:58:35
5941061299,元一藥師藥局,台南市新化區中正路528號,(06)5980795,78,192,2020/02/13 17:58:35
5941061306,千福藥局,台南市新化區中山路424號1樓,(06)5905862,0,94,2020/02/13 17:58:35
5941061342,安麗兒藥局新化店,台南市新化區忠孝路116之3號,(06)5986029,4,68,2020/02/13 17:58:35
5941070029,資生大藥局,台南市善化區光文里中山路37號,(06)5837659,4,38,2020/02/13 17:58:35
